claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,zipcode,city,state,county,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income,land_area_in_sqmi
19631,66,F,0.0,68,48021,1,1,Rent,80027,8/31/2016,Wednesday,Parking Lot,0,0.0,1,Broker,0,3271.47,1,Medium,15000.0,red,6098.009416,0,80027,Louisville,CO,Boulder County,31034.0,1598.0,12648.0,12089.0,381300.0,95635.0,19.43
16509,43,M,1.0,83,99453,1,0,Own,85048,3/17/2015,Tuesday,Local,0,1.0,55,Phone,0,0.0,1,Large,29612.24464,gray,23519.00229,0,85048,Phoenix,AZ,Maricopa County,33449.0,1693.0,13632.0,12613.0,303600.0,93878.0,19.75
17491,57,F,1.0,87,77789,1,1,Rent,15019,1/24/2016,Sunday,Parking Lot,0,0.0,99,Broker,1,0.0,1,Compact,15000.0,other,21179.33148,0,15019,Bulger,PA,Washington County,1719.0,76.0,770.0,722.0,107100.0,49050.0,22.7
13002,28,F,0.0,89,98132,0,1,Rent,20163,9/17/2015,Thursday,Local,0,,66,Phone,1,6496.83,1,Large,64818.36358,other,20620.79777,0,20163,Sterling,VA,Loudoun County,,,,,,,
1815,28,M,0.0,83,88606,0,0,Rent,85032,6/25/2015,Thursday,Parking Lot,0,0.0,50,Online,1,0.0,1,Medium,67051.13416,other,15606.49598,0,85032,Phoenix,AZ,Maricopa County,65485.0,5272.0,29594.0,25991.0,156100.0,48461.0,12.42
14587,47,M,0.0,66,71702,1,1,Own,50025,2/25/2016,Thursday,Local,2,0.0,4,Phone,1,0.0,1,Compact,46634.5432,blue,10863.86918,0,50025,Audubon,IA,Audubon County,3325.0,17.0,1630.0,1421.0,68300.0,49457.0,195.92
14449,39,M,1.0,70,59072,1,1,Rent,80021,2/14/2015,Saturday,Highway,10,0.0,50,Broker,0,4596.39,1,Large,15000.0,red,24480.57513,0,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
28725,37,M,0.0,73,118914,1,1,Own,85054,1/13/2016,Wednesday,Local,5,0.0,17,Broker,1,2018.31,5,Medium,15000.0,gray,18443.74286,0,85054,Phoenix,AZ,Maricopa County,5384.0,598.0,3801.0,2967.0,326400.0,67488.0,9.0
11534,33,M,1.0,57,113819,1,1,Own,50003,7/6/2016,Wednesday,Highway,0,0.0,36,Broker,1,3841.37,1,Large,23265.16874,red,7390.85224,1,50003,Adel,IA,Dallas County,6594.0,58.0,2707.0,2549.0,192200.0,65588.0,114.39
2124,47,M,1.0,63,82209,1,1,Own,85010,4/17/2015,Friday,Parking Lot,0,1.0,7,Phone,1,6586.38,1,Large,62910.7651,silver,14054.73886,0,85010,Phoenix,AZ,Maricopa County,,,,,,,
13705,50,M,1.0,84,117679,1,0,Rent,80016,1/25/2016,Monday,Parking Lot,15,0.0,46,Broker,1,1493.01,1,Compact,56282.39028,white,25429.12399,0,80016,Aurora,CO,Arapahoe County,41219.0,877.0,15602.0,14607.0,372400.0,101280.0,47.0
22019,48,F,1.0,78,60557,1,1,Own,85027,10/29/2015,Thursday,Parking Lot,5,1.0,34,Online,1,2327.52,1,Medium,15000.0,black,26317.46009,0,85027,Phoenix,AZ,Maricopa County,37140.0,2642.0,17010.0,15117.0,128900.0,51919.0,14.06
25562,27,M,1.0,62,44700,0,1,Rent,85032,8/16/2016,Tuesday,Local,16,1.0,62,Online,0,3373.05,7,Medium,37846.68505,gray,10370.92456,0,85032,Phoenix,AZ,Maricopa County,65485.0,5272.0,29594.0,25991.0,156100.0,48461.0,12.42
29503,54,M,1.0,64,119305,1,1,Own,80106,10/15/2016,Saturday,Local,1,0.0,0,Broker,0,3532.28,1,Compact,66949.25935,gray,8907.01079,0,80106,Elbert,CO,El Paso County,4232.0,24.0,1635.0,1549.0,354600.0,97321.0,175.77
29257,64,F,1.0,81,123689,1,1,Rent,50009,3/11/2016,Friday,Highway,0,0.0,4,Online,0,5457.06,6,Medium,15000.0,gray,22943.01974,0,50009,Altoona,IA,Polk County,16136.0,641.0,6319.0,6050.0,157700.0,64798.0,25.16
18582,46,M,1.0,74,117419,1,0,Own,80015,3/17/2015,Tuesday,Local,5,0.0,50,Broker,0,0.0,1,Compact,15000.0,gray,26729.05598,0,80015,Aurora,CO,Arapahoe County,62432.0,4367.0,21996.0,21240.0,241500.0,80599.0,14.3
20436,48,F,1.0,84,110921,1,1,Own,80016,4/27/2016,Wednesday,Local,0,1.0,98,Broker,0,0.0,11,Large,15000.0,gray,20814.04703,0,80016,Aurora,CO,Arapahoe County,41219.0,877.0,15602.0,14607.0,372400.0,101280.0,47.0
17601,48,F,1.0,19,71641,1,0,Own,80028,11/18/2015,Wednesday,Local,5,0.0,49,Online,1,2994.92,1,Medium,40984.61628,gray,21236.34427,0,80028,Louisville,CO,Boulder County,,,,,,,
7702,65,M,1.0,61,45165,1,1,Own,50032,3/6/2015,Friday,Local,17,1.0,4,Broker,1,3013.38,1,Compact,72434.96464,silver,20000.83232,0,50032,Berwick,IA,Polk County,399.0,1082.0,185.0,174.0,15500.0,17321.0,0.37
26271,32,F,1.0,92,111271,1,0,Own,85014,3/30/2016,Wednesday,Highway,0,1.0,22,Broker,0,556.38,12,Large,27836.536,blue,13091.61767,0,85014,Phoenix,AZ,Maricopa County,24782.0,5929.0,14326.0,11766.0,170900.0,41903.0,4.18
17110,62,M,1.0,92,31466,1,1,Own,50038,2/28/2016,Sunday,Local,6,0.0,54,Broker,0,2806.98,1,Compact,21201.77136,black,19289.08307,0,50038,Booneville,IA,Dallas County,205.0,67.0,111.0,99.0,113100.0,47031.0,3.05
23819,47,F,1.0,59,83032,1,1,Rent,50051,5/11/2015,Monday,Parking Lot,3,0.0,30,Phone,0,0.0,9,Compact,32910.77222,white,26412.81293,0,50051,Clemons,IA,Marshall County,283.0,11.0,134.0,117.0,74200.0,68636.0,25.55
9171,44,F,1.0,84,78511,1,1,Own,85001,12/27/2015,Sunday,Local,12,0.0,50,Phone,1,0.0,1,Large,34579.69713,silver,11832.61727,1,85001,Phoenix,AZ,Maricopa County,,,,,,,
809,47,F,1.0,52,42293,0,1,Own,80021,4/9/2015,Thursday,Highway,0,0.0,3,Broker,1,10867.23,13,Medium,26690.25412,black,51380.97247,0,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
24104,33,M,1.0,83,89445,1,1,Rent,80025,11/27/2016,Sunday,Highway,0,0.0,3,Broker,0,0.0,1,Large,26933.34739,silver,10400.74743,0,80025,Eldorado Springs,CO,Boulder County,253.0,22.0,152.0,128.0,519200.0,121875.0,11.69
21439,39,M,1.0,87,53790,0,1,Rent,85023,2/2/2015,Monday,Local,4,1.0,1,Broker,1,3056.23,1,Large,60797.37077,black,21975.35451,1,85023,Phoenix,AZ,Maricopa County,31274.0,4279.0,13690.0,12451.0,153500.0,47200.0,7.31
23923,26,F,0.0,67,101202,1,1,Own,80023,7/23/2015,Thursday,Highway,2,1.0,60,Online,1,4742.5,1,Compact,15000.0,gray,11290.7242,0,80023,Broomfield,CO,Broomfield County,15415.0,874.0,6024.0,5658.0,422500.0,110553.0,17.63
25044,58,F,0.0,77,35203,1,0,Own,80007,9/14/2015,Monday,Parking Lot,3,0.0,92,Broker,1,6298.85,1,Medium,55718.90357,blue,47303.27648,0,80007,Arvada,CO,Jefferson County,7262.0,283.0,2640.0,2567.0,455500.0,120202.0,25.66
4907,38,F,1.0,89,107321,0,0,Own,85077,8/29/2016,Monday,Local,5,0.0,76,Phone,0,5734.03,1,Medium,45031.01559,white,32930.4659,0,85077,Phoenix,AZ,Maricopa County,,,,,,,
3723,26,F,0.0,49,90862,0,1,Own,80031,11/18/2015,Wednesday,Local,15,0.0,15,Phone,0,498.3,1,Large,26136.78181,blue,22248.07514,0,80031,Westminster,CO,Adams County,33932.0,4026.0,13594.0,13116.0,225900.0,70536.0,8.43
28533,40,M,0.0,71,30021,1,0,Own,80036,9/13/2015,Sunday,Parking Lot,7,0.0,79,Broker,0,9054.81,2,Compact,15000.0,other,20073.1277,0,80036,Westminster,CO,Jefferson County,,,,,,,
13123,45,M,1.0,95,67057,0,0,Rent,20148,6/11/2016,Saturday,Parking Lot,1,0.0,80,Broker,1,0.0,10,Compact,15000.0,black,35815.45585,0,20148,Ashburn,VA,Loudoun County,28310.0,1739.0,9170.0,8806.0,536000.0,161433.0,16.28
12735,35,M,0.0,81,85635,0,1,Own,20149,4/17/2015,Friday,Local,0,0.0,3,Phone,1,2395.18,1,Medium,15000.0,other,21248.10003,0,20149,Ashburn,VA,Loudoun County,,,,,,,
3963,33,F,1.0,70,31152,0,1,Rent,80023,6/1/2015,Monday,Local,0,0.0,49,Broker,1,2822.62,1,Large,33259.05738,gray,23131.08549,0,80023,Broomfield,CO,Broomfield County,15415.0,874.0,6024.0,5658.0,422500.0,110553.0,17.63
26435,43,M,1.0,64,95715,1,0,Rent,20124,5/15/2016,Sunday,Local,10,0.0,100,Phone,0,0.0,4,Large,15000.0,black,27501.7183,0,20124,Clifton,VA,Fairfax County,14857.0,699.0,5052.0,4918.0,640000.0,167400.0,21.27
2672,49,F,1.0,94,46549,0,1,Own,85077,11/9/2015,Monday,Parking Lot,0,0.0,86,Broker,1,0.0,1,Compact,15000.0,other,11284.12485,0,85077,Phoenix,AZ,Maricopa County,,,,,,,
23917,36,F,1.0,73,96256,1,0,Own,20109,11/27/2015,Friday,Local,0,1.0,67,Broker,0,0.0,8,Compact,15000.0,gray,13744.13292,0,20109,Manassas,VA,Prince William County,37265.0,1819.0,13584.0,12852.0,230000.0,65017.0,20.49
9418,23,M,0.0,72,106084,0,0,Rent,15059,2/22/2016,Monday,Parking Lot,0,1.0,96,Online,0,0.0,2,Medium,51245.04317,gray,29571.16038,0,15059,Midland,PA,Beaver County,4193.0,298.0,2096.0,1813.0,81200.0,35707.0,14.08
18149,61,M,1.0,88,57563,1,0,Rent,50003,3/4/2015,Wednesday,Local,0,0.0,80,Phone,0,2724.54,1,Compact,114911.0527,other,51161.09198,0,50003,Adel,IA,Dallas County,6594.0,58.0,2707.0,2549.0,192200.0,65588.0,114.39
4553,42,M,1.0,76,36334,1,1,Own,85082,5/3/2015,Sunday,Highway,0,0.0,100,Broker,1,7.26,2,Large,59774.52627,silver,19524.5211,0,85082,Phoenix,AZ,Maricopa County,,,,,,,
16992,53,M,1.0,86,107607,1,0,Own,50056,3/12/2015,Thursday,Highway,1,0.0,22,Phone,1,0.0,1,Compact,23003.24052,gray,21439.68959,0,50056,Colo,IA,Story County,1372.0,24.0,592.0,551.0,115800.0,53000.0,57.48
6010,40,F,1.0,87,93563,0,1,Own,50054,2/12/2015,Thursday,Local,0,0.0,7,Broker,1,0.0,1,Medium,72320.55961,other,22473.59258,1,50054,Colfax,IA,Jasper County,3356.0,57.0,1428.0,1322.0,94800.0,46802.0,58.42
17832,40,F,1.0,96,89824,1,1,Rent,80002,4/22/2016,Friday,Local,0,0.0,91,Phone,0,0.0,1,Compact,15000.0,silver,18475.40961,0,80002,Arvada,CO,Jefferson County,18020.0,2929.0,8365.0,7892.0,200000.0,50425.0,6.15
19602,47,F,1.0,46,55318,1,1,Own,80011,12/17/2015,Thursday,Parking Lot,4,0.0,31,Broker,1,0.0,1,Large,15000.0,black,18450.61214,0,80011,Aurora,CO,Arapahoe County,47461.0,1925.0,17531.0,16223.0,130600.0,40748.0,24.65
5738,75,M,1.0,65,48793,1,1,Own,80031,3/20/2015,Friday,Parking Lot,3,0.0,81,Phone,1,4512.91,1,Large,76672.29142,gray,12872.15404,0,80031,Westminster,CO,Adams County,33932.0,4026.0,13594.0,13116.0,225900.0,70536.0,8.43
8480,29,F,1.0,88,85267,1,0,Rent,20158,8/14/2016,Sunday,Parking Lot,1,0.0,61,Online,0,0.0,1,Compact,36154.67855,black,8646.588325,0,20158,Hamilton,VA,Loudoun County,4288.0,295.0,1588.0,1520.0,490000.0,120991.0,14.55
18438,59,F,0.0,90,63485,1,1,Own,85042,1/20/2015,Tuesday,Local,6,0.0,50,Phone,1,4342.83,1,Compact,35135.47798,red,29250.35012,0,85042,Phoenix,AZ,Maricopa County,40962.0,2725.0,14698.0,13247.0,118600.0,46962.0,15.03
3165,33,F,1.0,86,32264,0,1,Rent,85015,1/21/2015,Wednesday,Parking Lot,12,0.0,88,Phone,1,0.0,1,Large,30644.14546,other,19799.51616,0,85015,Phoenix,AZ,Maricopa County,37644.0,7709.0,16495.0,13420.0,113400.0,30753.0,4.88
25132,62,F,0.0,50,85430,1,1,Own,80006,11/16/2015,Monday,Parking Lot,0,0.0,72,Broker,1,9951.92,1,Compact,51217.84075,silver,19618.76347,0,80006,Arvada,CO,Jefferson County,,,,,,,
6764,47,M,0.0,81,105178,0,0,Rent,50008,4/20/2016,Wednesday,Local,0,1.0,23,Phone,0,6716.65,1,Compact,19796.13093,black,11408.31245,0,50008,Allerton,IA,Wayne County,878.0,10.0,429.0,368.0,55200.0,37091.0,84.87
28304,46,F,0.0,92,111228,1,1,Own,80107,7/27/2016,Wednesday,Highway,2,0.0,64,Broker,1,0.0,7,Medium,15000.0,gray,31346.49725,0,80107,Elizabeth,CO,Elbert County,12042.0,77.0,4474.0,4290.0,343800.0,85141.0,155.88
1658,41,F,1.0,76,103176,1,0,Rent,20139,8/11/2016,Thursday,Local,0,1.0,67,Phone,1,0.0,1,Large,15000.0,gray,10003.26805,0,20139,Casanova,VA,Fauquier County,217.0,66.0,100.0,94.0,346700.0,144464.0,3.27
28764,61,F,1.0,53,105354,1,0,Own,85022,3/30/2015,Monday,Local,0,1.0,85,Phone,1,4912.78,1,Medium,15000.0,white,6242.021623,0,85022,Phoenix,AZ,Maricopa County,46395.0,4959.0,22923.0,20596.0,176900.0,45606.0,9.36
19095,52,M,0.0,86,58426,1,1,Rent,50008,2/2/2015,Monday,Local,0,1.0,62,Broker,0,0.0,1,Medium,15236.90439,other,18810.10696,0,50008,Allerton,IA,Wayne County,878.0,10.0,429.0,368.0,55200.0,37091.0,84.87
28730,44,F,1.0,61,42705,0,1,Rent,50047,10/7/2016,Friday,Highway,18,0.0,44,Phone,0,0.0,1,Medium,15000.0,gray,20688.72455,0,50047,Carlisle,IA,Warren County,5559.0,96.0,2208.0,2114.0,144800.0,59663.0,58.13
7550,55,F,1.0,88,46966,1,1,Rent,50010,2/28/2015,Saturday,Parking Lot,0,0.0,9,Broker,1,536.58,2,Large,65391.47411,other,30828.47933,0,50010,Ames,IA,Story County,29359.0,490.0,13618.0,12890.0,165300.0,48189.0,59.86
4267,71,M,1.0,98,95182,1,1,Rent,15021,4/29/2015,Wednesday,Local,7,0.0,50,Broker,1,1968.66,1,Large,68202.14572,gray,19707.39714,0,15021,Burgettstown,PA,Washington County,7352.0,80.0,3294.0,3018.0,112600.0,51824.0,91.52
27986,43,M,1.0,82,44350,0,0,Own,50022,1/31/2015,Saturday,Highway,1,1.0,11,Broker,0,0.0,1,Large,19284.82312,silver,24114.56057,0,50022,Atlantic,IA,Cass County,8494.0,51.0,3975.0,3679.0,91800.0,40703.0,166.6
23100,35,F,1.0,71,53989,0,1,Rent,15047,12/25/2016,Sunday,Local,8,0.0,47,Broker,0,8628.23,1,Large,15000.0,black,15015.9818,1,15047,Greenock,PA,Allegheny County,,,,,,,
16807,35,M,1.0,96,118224,1,0,Rent,50029,4/4/2016,Monday,Highway,0,0.0,99,Broker,1,4384.66,1,Compact,15000.0,other,22723.87913,0,50029,Bayard,IA,Guthrie County,691.0,17.0,339.0,294.0,57300.0,49891.0,40.53
29406,37,F,0.0,86,93160,1,0,Own,20152,12/21/2016,Wednesday,Local,0,0.0,51,Broker,0,0.0,2,Compact,47269.22585,silver,36875.81911,0,20152,Chantilly,VA,Loudoun County,24946.0,1002.0,7876.0,7624.0,517000.0,144250.0,24.89
5317,22,M,1.0,81,80444,0,1,Rent,80103,7/30/2016,Saturday,Local,10,0.0,13,Online,1,1042.25,1,Compact,15000.0,white,26614.52802,1,80103,Byers,CO,Arapahoe County,2458.0,9.0,1002.0,902.0,208300.0,62083.0,281.08
9674,42,M,0.0,97,111272,1,1,Rent,50001,2/19/2016,Friday,Local,0,0.0,13,Broker,0,2316.64,1,Medium,15000.0,white,25168.95052,0,50001,Ackworth,IA,Warren County,680.0,28.0,289.0,252.0,157000.0,46908.0,23.99
19230,64,F,1.0,81,81263,1,1,Own,50057,2/21/2015,Saturday,Highway,3,0.0,52,Broker,1,0.0,1,Large,17848.03136,gray,36595.5049,0,50057,Columbia,IA,Marion County,238.0,12.0,100.0,91.0,56000.0,53512.0,20.14
20451,61,F,1.0,82,105828,0,0,Rent,20102,11/3/2016,Thursday,Highway,2,0.0,100,Broker,0,394.63,1,Large,36063.86466,white,14954.9738,0,20102,Dulles,VA,Loudoun County,,,,,,,
28172,36,M,1.0,96,68125,1,0,Own,80107,11/20/2016,Sunday,Local,8,0.0,70,Phone,1,2221.62,1,Large,15000.0,other,21608.80187,0,80107,Elizabeth,CO,Elbert County,12042.0,77.0,4474.0,4290.0,343800.0,85141.0,155.88
21629,46,M,1.0,68,97241,1,0,Rent,80002,2/5/2016,Friday,Local,2,0.0,0,Online,1,0.0,1,Large,28792.86278,gray,50846.52616,0,80002,Arvada,CO,Jefferson County,18020.0,2929.0,8365.0,7892.0,200000.0,50425.0,6.15
1002,45,F,1.0,45,118538,1,1,Rent,80002,12/21/2015,Monday,Local,9,0.0,51,Broker,0,2500.33,17,Medium,15000.0,silver,39960.18508,0,80002,Arvada,CO,Jefferson County,18020.0,2929.0,8365.0,7892.0,200000.0,50425.0,6.15
4199,50,M,0.0,95,54702,1,1,Rent,20151,9/11/2015,Friday,Highway,0,1.0,58,Broker,0,14265.32,10,Compact,70207.18707,black,53261.55711,0,20151,Chantilly,VA,Fairfax County,21374.0,1376.0,6828.0,6661.0,452400.0,122054.0,15.54
2419,29,F,0.0,77,63460,1,1,Rent,20134,6/11/2015,Thursday,Highway,16,0.0,0,Phone,0,0.0,1,Medium,48715.62288,gray,18277.03737,1,20134,Purcellville,VA,Loudoun County,,,,,,,
3576,38,M,1.0,60,88749,1,0,Rent,50041,7/19/2015,Sunday,Parking Lot,0,0.0,50,Phone,1,0.0,8,Large,15000.0,red,16575.05375,0,50041,Bradford,IA,Franklin County,92.0,216.0,54.0,46.0,52100.0,43571.0,0.43
23111,52,M,1.0,69,41994,1,1,Rent,20151,10/21/2016,Friday,Local,0,0.0,100,Phone,1,2595.56,1,Large,15000.0,gray,11824.50159,0,20151,Chantilly,VA,Fairfax County,21374.0,1376.0,6828.0,6661.0,452400.0,122054.0,15.54
20232,33,F,0.0,89,68147,0,0,Rent,50039,12/28/2016,Wednesday,Parking Lot,6,0.0,99,Phone,1,2284.89,3,Large,15000.0,blue,10725.95534,0,50039,Bouton,IA,Dallas County,329.0,14.0,159.0,145.0,161900.0,66914.0,23.41
17346,44,M,1.0,73,62616,1,1,Own,15057,12/20/2015,Sunday,Local,0,0.0,12,Broker,1,0.0,1,Medium,34225.33061,black,24255.80043,0,15057,Mc Donald,PA,Washington County,13930.0,255.0,5614.0,5268.0,172000.0,69042.0,54.67
9773,101,M,1.0,42,116458,0,0,Own,85023,8/16/2016,Tuesday,Parking Lot,0,0.0,81,Broker,1,0.0,1,Large,15468.57067,silver,12952.06083,0,85023,Phoenix,AZ,Maricopa County,31274.0,4279.0,13690.0,12451.0,153500.0,47200.0,7.31
3559,44,M,0.0,54,33768,1,1,Own,20163,11/14/2016,Monday,Highway,7,0.0,55,Phone,1,0.0,1,Large,15000.0,other,34522.93073,1,20163,Sterling,VA,Loudoun County,,,,,,,
24096,48,M,1.0,87,93020,1,1,Own,20109,2/3/2016,Wednesday,Parking Lot,6,0.0,81,Phone,0,8103.87,1,Large,15000.0,gray,15092.73896,0,20109,Manassas,VA,Prince William County,37265.0,1819.0,13584.0,12852.0,230000.0,65017.0,20.49
12459,36,F,1.0,44,54648,1,0,Rent,20141,12/6/2015,Sunday,Highway,13,1.0,100,Phone,0,9430.23,1,Compact,45231.58766,white,16163.86369,0,20141,Round Hill,VA,Loudoun County,6131.0,225.0,2116.0,1987.0,402400.0,124180.0,27.23
3855,36,M,1.0,80,73730,0,1,Rent,50035,9/27/2016,Tuesday,Local,0,0.0,44,Broker,0,0.0,1,Medium,31434.38524,silver,10438.27434,0,50035,Bondurant,IA,Polk County,5387.0,119.0,1958.0,1883.0,166600.0,62389.0,45.09
4888,32,M,1.0,49,111616,1,1,Rent,50012,10/25/2015,Sunday,Parking Lot,20,0.0,87,Phone,1,0.0,1,Medium,74121.03371,white,7630.910891,0,50012,Ames,IA,Story County,,,,,,,
17142,32,F,0.0,93,60826,0,1,Rent,50044,3/20/2016,Sunday,Highway,0,0.0,35,Broker,0,0.0,1,Medium,15000.0,white,14544.3673,1,50044,Bussey,IA,Marion County,887.0,19.0,403.0,355.0,91000.0,47411.0,45.74
13059,38,F,1.0,88,119153,1,0,Own,80002,12/15/2015,Tuesday,Local,6,0.0,100,Phone,1,0.0,1,Compact,50431.31855,blue,30216.07243,0,80002,Arvada,CO,Jefferson County,18020.0,2929.0,8365.0,7892.0,200000.0,50425.0,6.15
27407,46,M,1.0,87,105666,1,1,Rent,20130,2/8/2015,Sunday,Highway,0,1.0,96,Broker,0,206.32,1,Large,81056.35577,black,22413.78601,0,20130,Paris,VA,Clarke County,281.0,34.0,161.0,123.0,330900.0,51458.0,8.3
5314,55,F,0.0,94,113222,1,1,Rent,20153,5/27/2016,Friday,Local,6,0.0,28,Broker,0,0.0,1,Compact,15000.0,other,7512.261663,1,20153,Chantilly,VA,Fairfax County,,,,,,,
18669,36,F,1.0,54,46427,0,0,Own,15025,8/3/2016,Wednesday,Local,0,1.0,85,Phone,0,1160.62,1,Compact,15000.0,other,10646.45897,0,15025,Clairton,PA,Allegheny County,15944.0,963.0,7814.0,6830.0,102200.0,49548.0,16.56
16224,48,M,0.0,44,61001,1,1,Rent,80046,1/5/2016,Tuesday,Local,16,0.0,92,Broker,1,0.0,3,Large,16095.59705,silver,6397.037938,0,80046,Aurora,CO,Arapahoe County,,,,,,,
27372,78,M,1.0,50,81576,1,1,Rent,20111,4/7/2016,Thursday,Parking Lot,0,0.0,81,Broker,0,5303.29,1,Medium,55776.81525,black,18754.21224,0,20111,Manassas,VA,Prince William County,30590.0,1879.0,10074.0,9490.0,280200.0,85829.0,16.28
4525,43,M,0.0,94,35854,1,1,Own,15007,11/28/2016,Monday,Local,0,0.0,15,Broker,0,4562.82,17,Medium,105047.5603,black,52095.34233,1,15007,Bakerstown,PA,Allegheny County,323.0,972.0,136.0,131.0,112500.0,73352.0,0.33
13700,52,F,1.0,76,33423,0,1,Own,85004,1/24/2015,Saturday,Local,0,0.0,50,Broker,0,0.0,1,Large,15000.0,white,23041.86059,0,85004,Phoenix,AZ,Maricopa County,4965.0,2434.0,2804.0,2195.0,205200.0,26008.0,2.04
4828,35,F,1.0,73,119816,1,0,Own,20109,1/29/2015,Thursday,Parking Lot,5,0.0,29,Broker,1,5600.55,1,Large,62626.47982,blue,15454.08806,1,20109,Manassas,VA,Prince William County,37265.0,1819.0,13584.0,12852.0,230000.0,65017.0,20.49
24097,43,F,1.0,72,83107,1,1,Own,20142,8/27/2016,Saturday,Local,0,0.0,38,Broker,0,4448.7,1,Medium,41747.23928,white,13833.51507,1,20142,Round Hill,VA,Loudoun County,,,,,,,
808,29,M,1.0,46,55956,1,1,Rent,50001,9/16/2015,Wednesday,Local,24,1.0,81,Online,1,4179.31,1,Large,15000.0,white,9181.551624,0,50001,Ackworth,IA,Warren County,680.0,28.0,289.0,252.0,157000.0,46908.0,23.99
3908,41,F,1.0,86,36741,1,0,Own,15001,4/20/2016,Wednesday,Parking Lot,21,0.0,49,Phone,1,1182.31,5,Large,49677.9231,red,14895.20607,1,15001,Aliquippa,PA,Beaver County,31964.0,532.0,14820.0,13404.0,111200.0,51424.0,60.05
14334,31,M,1.0,65,120269,1,1,Own,50039,7/3/2015,Friday,Highway,0,0.0,98,Phone,1,0.0,1,Compact,37972.79489,red,9866.234479,0,50039,Bouton,IA,Dallas County,329.0,14.0,159.0,145.0,161900.0,66914.0,23.41
24213,45,M,1.0,92,89307,1,1,Own,20116,6/30/2015,Tuesday,Local,5,1.0,98,Broker,0,0.0,8,Compact,15000.0,other,29080.00935,0,20116,Marshall,VA,Fauquier County,,,,,,,
7024,33,F,0.0,60,89676,1,1,Rent,15025,8/5/2015,Wednesday,Local,0,0.0,86,Phone,1,0.0,4,Large,45042.60422,gray,19384.60913,1,15025,Clairton,PA,Allegheny County,15944.0,963.0,7814.0,6830.0,102200.0,49548.0,16.56
1957,43,F,1.0,77,73282,0,1,Own,0,5/14/2016,Saturday,Parking Lot,0,1.0,36,Phone,1,0.0,2,Medium,15000.0,other,12841.48951,0,0,,,,,,,,,,
10638,46,F,0.0,55,107548,1,0,Own,20138,6/16/2016,Thursday,Parking Lot,0,0.0,3,Broker,0,4266.55,1,Compact,38134.45978,blue,16430.9273,0,20138,Calverton,VA,Fauquier County,,,,,,,
9344,32,F,0.0,65,113902,1,1,Own,50021,9/25/2016,Sunday,Parking Lot,2,0.0,39,Broker,1,3566.9,1,Medium,15000.0,gray,19288.36276,0,50021,Ankeny,IA,Polk County,21595.0,839.0,9017.0,8627.0,171500.0,73377.0,25.75
15162,53,F,1.0,91,102947,1,1,Own,85001,9/1/2015,Tuesday,Highway,0,0.0,43,Broker,1,0.0,1,Medium,15000.0,white,21420.99968,0,85001,Phoenix,AZ,Maricopa County,,,,,,,
11405,32,M,0.0,82,118950,1,1,Own,80015,12/14/2015,Monday,Local,0,0.0,67,Broker,1,0.0,1,Large,15000.0,white,15742.97972,0,80015,Aurora,CO,Arapahoe County,62432.0,4367.0,21996.0,21240.0,241500.0,80599.0,14.3
27107,29,F,0.0,71,74557,1,1,Rent,85009,12/13/2016,Tuesday,Highway,8,1.0,99,Online,1,4026.3,9,Large,15000.0,white,13153.00048,1,85009,Phoenix,AZ,Maricopa County,52520.0,3371.0,14369.0,12153.0,62800.0,22725.0,15.58
2403,41,M,0.0,57,54783,1,0,Own,80108,4/18/2015,Saturday,Parking Lot,0,0.0,80,Phone,0,6864.82,1,Medium,15000.0,black,32062.56449,0,80108,Castle Rock,CO,Douglas County,22612.0,636.0,8497.0,8018.0,477200.0,120159.0,35.58
5185,30,F,1.0,61,45917,1,0,Own,80110,2/2/2015,Monday,Highway,0,0.0,91,Broker,1,0.0,4,Medium,67858.371,silver,44436.49962,0,80110,Englewood,CO,Arapahoe County,20867.0,3298.0,9483.0,8776.0,186700.0,41793.0,6.33
17458,39,F,1.0,81,51095,0,1,Own,15006,7/27/2016,Wednesday,Parking Lot,0,0.0,68,Phone,1,0.0,1,Large,37919.15253,red,23615.95048,0,15006,Bairdford,PA,Allegheny County,240.0,975.0,118.0,108.0,71300.0,50114.0,0.25
14699,56,M,1.0,62,110088,0,0,Own,15050,5/11/2016,Wednesday,Local,0,0.0,17,Phone,1,697.86,1,Large,15000.0,red,12074.01757,0,15050,Hookstown,PA,Beaver County,2431.0,104.0,973.0,912.0,150600.0,53587.0,23.41
22909,50,M,1.0,54,91197,1,1,Rent,20105,5/16/2016,Monday,Local,6,1.0,50,Broker,1,1896.2,1,Large,37282.03945,red,12633.95058,0,20105,Aldie,VA,Loudoun County,11315.0,305.0,3855.0,3682.0,448000.0,127464.0,37.13
